user_id,day_type,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,burnout_score,burnout_risk
44,0,3.98,6.08,1,5,0,7.82,83.3,20.45,0
44,0,3.13,4.72,1,2,1,6.15,90.7,20.0,0
44,1,7.58,11.07,1,1,1,7.5,77.2,34.62,0
44,1,9.28,12.74,4,3,0,5.95,62.6,52.47,0
44,1,9.12,12.18,3,3,1,6.12,53.5,68.78,0
44,0,4.38,7.96,4,5,0,6.97,50.8,73.27,1
44,0,4.37,7.12,0,3,0,5.9,62.0,70.7,1
45,1,10.59,13.19,7,2,0,4.76,83.4,25.87,0
45,0,4.43,6.24,1,3,1,7.53,68.8,33.36,0
45,1,7.17,9.33,3,2,0,7.57,79.0,33.14,0
45,1,7.63,9.96,7,1,0,7.02,73.3,41.72,0
45,1,11.07,14.66,4,3,1,7.03,67.8,52.59,0
45,0,4.33,7.81,1,4,0,7.06,51.2,60.13,0
45,0,5.38,9.08,1,4,1,8.07,63.4,57.65,0
45,1,9.57,11.11,0,5,0,4.64,71.9,59.02,0
45,0,3.89,5.68,3,2,0,7.78,61.5,64.3,0
45,0,4.08,6.32,0,2,1,7.32,63.2,65.04,0
46,1,7.18,8.8,2,3,1,9.34,79.7,18.09,0
46,1,8.8,12.08,5,4,0,8.06,82.3,26.0,0
46,1,8.53,11.95,4,2,1,8.08,79.9,37.54,0
46,0,3.24,6.14,1,4,0,5.17,75.6,40.24,0
46,1,8.38,10.49,7,2,0,8.1,58.8,57.0,0
46,0,4.54,6.15,1,3,0,6.94,64.6,56.09,0
46,1,9.93,11.67,5,4,0,6.28,58.8,69.26,0
46,0,3.0,4.65,3,4,1,7.33,44.7,76.68,1
46,1,7.1,8.68,5,2,0,8.1,45.8,83.14,1
46,0,3.83,5.52,0,4,0,7.11,46.6,82.17,1
47,0,3.0,5.6,2,1,1,7.1,90.6,14.34,0
47,1,7.4,10.85,2,5,1,6.35,78.6,25.11,0
47,1,7.52,9.91,1,3,0,7.78,74.5,30.62,0
47,0,3.72,6.05,0,5,0,7.28,81.1,27.19,0
47,0,3.8,7.73,0,3,0,5.17,88.8,25.59,0
47,0,5.39,9.35,0,5,1,5.66,84.5,30.81,0
47,1,8.11,11.86,0,3,0,6.21,72.9,40.63,0
47,1,8.44,11.65,3,3,1,9.59,72.2,47.35,0
47,0,3.0,6.85,0,1,1,5.54,61.0,54.32,0
47,1,9.58,11.37,0,4,0,5.75,62.5,59.61,0
48,0,3.0,6.5,1,2,1,6.82,89.7,11.9,0
48,0,3.28,6.88,0,3,0,6.67,98.5,8.46,0
48,0,3.0,6.62,0,5,1,6.79,85.9,13.77,0
48,1,9.26,12.36,3,3,0,7.22,91.2,15.85,0
48,1,8.73,12.0,5,3,0,8.2,89.4,20.71,0
48,1,10.52,12.19,0,2,1,8.35,79.7,28.97,0
48,1,8.19,10.3,7,4,0,6.9,71.4,36.7,0
48,1,8.86,12.67,1,3,1,6.06,81.2,37.38,0
48,0,5.51,8.32,0,5,0,7.49,75.5,40.28,0
48,0,4.89,7.12,1,1,0,6.06,80.5,39.88,0
49,1,11.13,14.85,4,3,0,6.33,88.7,17.44,0
49,1,7.76,9.59,0,2,0,5.74,88.3,20.17,0
49,0,4.15,7.91,1,2,0,7.08,89.7,20.5,0
49,0,5.54,7.5,3,4,0,8.78,82.1,24.57,0
49,0,6.11,7.92,1,3,1,7.95,73.6,29.81,0
49,0,4.24,7.17,0,2,0,7.37,85.2,25.64,0
49,1,10.57,13.43,3,1,0,4.8,78.3,33.81,0
49,1,7.72,9.36,0,2,1,6.98,77.3,37.05,0
49,1,8.52,11.4,2,4,0,6.89,72.8,41.84,0
49,0,4.41,8.09,0,2,0,7.88,72.5,42.5,0
50,1,9.82,13.4,1,2,0,7.53,92.6,14.68,0
50,0,4.31,7.02,2,4,1,8.51,88.5,17.53,0
50,0,3.0,6.74,1,4,0,8.84,98.3,13.0,0
50,1,8.76,12.01,1,5,1,7.72,91.1,19.65,0
50,1,9.02,12.44,2,4,1,6.14,81.8,28.38,0
50,1,7.27,9.11,3,4,1,4.94,77.1,34.51,0
50,0,4.9,6.41,2,4,0,6.29,79.1,34.9,0
50,1,6.86,9.73,2,2,0,8.16,77.4,38.11,0
50,0,4.43,7.42,2,5,1,8.2,75.2,40.22,0
50,1,6.44,9.74,2,5,1,5.87,71.3,45.03,0
51,1,8.33,10.41,2,3,1,7.49,87.4,14.95,0
51,1,10.98,12.49,9,3,0,5.28,80.2,26.37,0
51,0,6.69,9.64,0,5,0,6.94,79.8,28.29,0
51,1,9.42,11.77,3,3,1,7.81,83.3,32.55,0
51,1,9.61,11.19,4,4,1,6.51,75.1,41.99,0
51,0,4.6,7.11,3,3,0,5.76,71.5,45.56,0
51,0,4.42,7.69,1,1,0,7.46,75.1,45.44,0
51,1,9.37,12.93,5,5,0,8.0,57.4,57.66,0
51,0,5.46,7.59,0,4,0,7.33,58.3,58.12,0
51,1,7.23,10.57,3,5,0,8.94,65.1,57.97,0
52,0,5.74,8.82,0,5,0,7.9,96.0,8.94,0
52,0,3.19,4.78,2,2,0,6.72,93.8,10.75,0
52,0,4.58,7.74,1,2,0,6.67,83.1,17.83,0
52,1,11.88,15.7,2,2,1,6.27,74.3,36.68,0
52,0,4.04,6.48,1,1,0,6.81,79.4,36.75,0
52,0,3.47,6.14,0,5,0,7.87,87.5,31.89,0
52,1,8.41,11.46,3,1,0,5.23,66.6,50.7,0
52,0,4.13,7.28,0,1,0,8.75,63.0,52.78,0
52,0,4.42,7.17,0,2,0,7.09,70.0,51.43,0
52,1,10.05,13.6,3,3,0,8.06,61.1,65.12,0
53,1,9.2,10.73,2,5,0,5.57,87.6,17.89,0
53,0,3.44,7.15,4,2,1,7.34,89.0,19.81,0
53,1,8.51,11.45,2,2,0,7.01,93.3,22.38,0
53,0,4.54,6.6,0,1,0,6.98,81.4,28.1,0
53,1,7.69,9.55,3,5,0,4.65,74.7,34.72,0
53,0,5.39,7.93,1,5,0,6.55,79.3,34.07,0
53,0,5.53,8.67,0,1,1,6.88,69.4,40.84,0
53,0,5.99,8.84,0,1,0,9.86,73.4,40.38,0
53,1,8.68,10.58,4,5,1,8.94,61.6,49.53,0
53,0,3.4,6.13,2,2,0,7.18,74.8,44.98,0
54,1,8.3,10.26,3,4,0,6.69,82.2,20.88,0
54,1,6.97,8.75,3,3,1,10.21,88.6,23.95,0
54,1,10.61,12.96,4,3,1,6.88,66.1,46.42,0
54,0,4.34,7.13,1,4,1,6.49,65.2,50.07,0
54,0,3.09,5.75,0,1,0,5.46,76.4,46.8,0
54,1,8.21,10.67,6,2,1,9.49,68.9,60.2,0
54,0,4.75,7.7,0,1,1,6.18,44.5,74.74,1
54,1,6.45,8.58,5,4,0,6.42,53.7,77.76,1
54,1,7.37,10.08,1,5,1,6.75,55.2,83.77,1
54,1,8.55,12.26,0,3,0,7.72,40.0,96.31,1
55,0,4.67,6.46,0,3,1,6.04,96.5,8.22,0
55,1,7.37,10.22,0,1,0,7.8,88.9,14.27,0
55,0,4.73,7.51,4,5,1,6.9,84.7,18.85,0
55,1,9.26,11.69,0,2,0,6.37,81.6,24.69,0
55,1,9.0,11.39,3,2,1,7.93,83.9,29.7,0
55,0,6.43,8.67,0,1,1,8.94,78.1,34.75,0
55,1,8.73,10.33,3,4,1,9.76,66.9,43.62,0
55,1,9.61,13.27,2,5,0,6.8,67.3,48.46,0
55,0,5.55,7.79,0,4,1,6.89,72.1,48.67,0
55,0,3.85,5.63,2,3,1,7.52,63.0,53.79,0
56,0,5.63,7.22,2,1,1,6.62,93.8,12.97,0
56,0,4.19,8.02,2,1,1,6.67,86.6,19.27,0
56,0,5.84,8.54,1,5,0,5.59,85.6,21.98,0
56,0,5.51,7.77,4,3,1,5.83,79.1,29.28,0
56,1,8.01,10.91,0,5,1,6.77,84.0,31.68,0
56,1,9.7,12.3,4,5,0,6.75,77.8,40.41,0
56,1,9.14,10.91,2,5,0,4.84,69.9,49.1,0
56,1,9.14,11.31,4,4,1,6.19,58.8,60.81,0
56,0,5.61,7.53,1,4,0,7.23,61.9,61.05,0
56,1,9.44,12.39,5,5,1,9.44,59.7,68.45,0
57,1,9.07,12.94,0,2,0,8.44,84.9,20.31,0
57,1,9.14,10.93,2,2,0,4.89,77.9,31.21,0
57,0,5.15,7.72,1,2,0,9.09,78.2,32.48,0
57,0,4.58,6.3,2,1,0,6.86,70.7,38.02,0
57,0,3.0,5.43,1,1,0,6.94,77.5,35.84,0
57,1,6.98,9.75,3,4,0,8.51,72.2,41.99,0
57,1,7.6,9.81,4,3,0,8.17,65.4,50.28,0
57,1,10.04,12.92,2,3,0,5.83,58.2,61.71,0
57,0,4.29,7.66,2,1,0,9.29,57.1,63.69,0
57,0,3.98,7.51,1,2,1,8.29,52.2,67.96,0
58,1,8.9,12.13,6,5,1,7.27,81.9,27.52,0
58,0,5.12,7.18,3,2,1,5.8,77.8,36.44,0
58,1,8.11,10.22,3,5,0,6.62,69.6,47.39,0
58,1,9.33,12.84,1,5,1,6.93,64.6,59.71,0
58,1,8.98,11.76,2,5,0,5.9,58.3,71.25,1
58,0,3.94,6.05,1,5,1,7.34,52.3,75.26,1
58,0,4.59,8.41,0,4,0,5.2,50.6,78.72,1
58,1,4.8,7.32,3,1,0,7.0,45.7,85.42,1
58,0,5.23,7.17,2,3,0,7.69,43.4,89.24,1
58,0,4.24,8.01,0,3,0,6.07,44.1,91.05,1
59,1,7.33,9.28,1,4,0,7.94,89.7,14.01,0
59,0,3.51,7.3,0,4,0,5.02,90.8,14.55,0
59,1,10.48,13.07,4,2,0,5.98,79.4,29.03,0
59,1,9.57,13.41,6,5,0,8.25,76.2,38.56,0
59,0,5.27,7.42,0,2,0,7.8,70.2,42.39,0
59,0,4.85,7.19,2,3,1,5.4,65.0,48.86,0
59,0,6.01,9.21,0,4,1,7.45,62.8,53.17,0
59,1,9.44,11.31,2,2,0,7.91,56.1,62.42,0
59,0,5.1,6.86,0,4,1,6.24,60.3,63.37,0
59,0,5.14,6.73,1,4,1,7.9,59.6,65.93,0
60,0,3.69,6.21,0,1,0,6.24,92.2,8.88,0
60,1,7.64,11.5,3,1,1,6.0,92.0,14.0,0
60,0,3.0,5.86,0,5,1,6.39,88.6,15.61,0
60,1,9.64,12.41,6,2,0,5.95,81.7,24.29,0
60,0,5.4,8.41,1,5,0,7.26,89.8,22.03,0
60,0,7.04,9.2,1,5,0,8.69,82.8,26.18,0
60,1,9.45,13.11,2,2,0,6.5,88.7,28.47,0
60,0,5.11,8.75,2,5,0,7.61,79.7,33.15,0
60,0,4.56,6.68,2,1,0,6.41,78.6,35.24,0
60,0,5.07,7.81,0,2,0,7.19,73.1,38.45,0
61,0,7.56,10.65,0,1,1,6.37,87.4,22.51,0
61,1,7.12,10.28,5,5,0,7.05,81.5,31.1,0
61,1,6.8,10.59,5,2,1,5.74,64.4,47.37,0
61,0,7.69,9.85,0,1,1,6.8,66.6,53.32,0
61,0,3.26,6.66,2,3,0,8.58,69.9,52.13,0
61,0,3.51,6.04,0,3,0,7.17,70.7,51.53,0
61,1,9.27,12.63,2,5,1,6.87,61.4,63.9,0
61,1,9.1,11.56,1,2,0,7.64,51.1,74.72,1
61,1,10.24,13.11,6,3,1,6.68,40.0,91.83,1
61,1,7.88,10.04,5,1,0,7.74,40.0,99.64,1
62,1,7.1,10.06,1,4,1,8.79,92.8,11.15,0
62,0,3.53,6.55,5,1,1,7.85,80.2,20.4,0
62,1,9.27,12.24,1,3,1,7.93,77.8,28.58,0
62,0,4.55,6.26,1,3,1,8.89,77.4,30.29,0
62,0,4.15,7.2,1,1,0,6.23,87.1,28.68,0
62,0,3.52,5.33,0,4,1,5.61,75.7,34.58,0
62,0,4.4,6.42,1,5,0,7.65,83.1,31.68,0
62,0,3.52,7.36,0,1,0,6.28,83.4,32.94,0
62,1,9.05,10.73,2,2,0,7.6,74.3,42.81,0
62,1,8.11,10.88,4,1,0,9.4,77.2,47.78,0
63,1,9.38,12.6,2,2,0,6.87,88.6,17.14,0
63,1,9.21,12.8,4,4,0,7.63,89.0,22.02,0
63,0,4.18,7.57,2,3,0,4.92,86.2,25.14,0
63,0,5.62,7.83,0,3,0,8.09,90.9,24.13,0
63,1,9.43,11.65,1,1,0,5.94,86.8,30.92,0
63,0,4.7,7.66,0,4,1,6.91,75.0,37.17,0
63,1,7.16,9.91,8,5,0,9.09,76.7,40.56,0
63,0,4.23,5.96,2,5,1,8.13,71.7,43.55,0
63,1,6.04,9.1,2,1,0,7.99,70.8,46.49,0
63,1,7.98,11.06,1,4,0,5.15,62.7,53.64,0
64,1,8.29,11.76,2,4,0,7.64,87.9,20.68,0
64,1,9.31,11.68,4,3,1,7.93,78.0,38.45,0
64,1,8.4,10.51,1,4,0,8.0,69.2,48.94,0
64,1,7.1,9.36,4,5,1,7.23,54.1,64.65,0
64,0,4.67,6.99,0,3,0,7.56,58.4,64.02,0
64,0,5.35,7.86,2,4,1,7.98,56.6,69.92,0
64,1,8.4,10.1,1,4,0,7.79,58.8,75.96,1
64,0,4.17,8.14,1,3,1,5.78,41.1,88.66,1
64,0,4.08,7.24,0,2,0,8.22,41.1,89.22,1
64,0,5.75,9.14,0,5,0,7.98,49.1,88.04,1
65,0,4.09,7.31,2,2,0,6.9,84.6,14.46,0
65,0,5.31,7.99,0,3,1,7.14,91.4,16.47,0
65,1,8.4,11.86,2,4,0,5.46,77.3,32.46,0
65,1,6.79,9.67,6,3,1,7.1,64.5,49.64,0
65,0,4.11,6.23,2,5,1,9.82,63.9,50.79,0
65,1,6.72,8.3,3,4,0,7.04,62.6,57.53,0
65,1,10.01,11.54,2,3,0,5.55,53.8,73.42,1
65,0,6.3,8.94,0,1,0,8.01,48.4,80.16,1
65,0,4.98,8.7,0,4,1,8.7,51.9,81.73,1
65,0,4.83,7.58,0,3,0,8.09,43.9,86.04,1
66,1,9.51,11.17,5,3,0,5.89,82.1,26.35,0
66,0,4.44,6.7,1,4,0,7.8,84.0,26.31,0
66,0,4.77,7.42,1,1,0,6.33,81.8,31.4,0
66,0,5.24,7.97,2,5,0,6.1,83.5,34.61,0
66,0,3.0,6.94,2,1,1,6.44,68.5,45.55,0
66,1,7.59,11.39,3,2,0,6.52,57.5,60.18,0
66,0,4.48,7.27,1,5,1,6.1,55.6,64.98,0
66,1,6.94,9.08,0,4,0,6.3,60.9,67.92,0
66,0,7.86,11.7,1,4,1,7.86,58.7,77.92,1
66,0,4.61,7.26,1,3,1,6.77,43.1,88.82,1
67,1,7.78,9.92,3,3,0,7.6,93.2,12.83,0
67,1,8.62,12.48,4,5,1,7.3,77.5,24.42,0
67,0,3.0,4.62,2,4,1,6.11,84.9,22.44,0
67,0,4.33,6.93,0,4,0,7.33,80.6,24.29,0
67,1,9.54,12.46,2,2,0,6.73,69.6,33.69,0
67,1,6.65,9.95,1,1,0,6.98,79.5,32.67,0
67,0,4.9,7.74,2,4,0,5.14,73.7,36.95,0
67,1,7.17,9.14,1,4,1,8.26,76.9,38.5,0
67,1,10.57,13.79,2,1,0,5.85,73.6,46.07,0
67,1,8.15,9.97,4,3,0,7.04,58.8,56.17,0
68,0,4.14,6.88,0,5,0,6.2,98.9,5.72,0
68,0,4.78,7.89,4,4,0,8.45,90.0,10.5,0
68,0,4.84,8.55,2,4,0,6.38,93.4,10.49,0
68,0,5.29,7.81,2,5,1,6.72,88.3,14.37,0
68,0,5.5,9.05,0,3,0,6.43,90.3,14.9,0
68,1,9.14,11.31,5,2,0,4.83,85.4,21.82,0
68,1,7.68,11.48,5,2,0,4.93,94.3,22.71,0
68,1,8.09,10.47,2,4,1,7.38,70.6,35.5,0
68,0,4.25,5.91,2,1,1,6.73,80.6,33.32,0
68,0,3.0,6.74,1,1,0,8.53,85.9,31.28,0
69,0,3.86,7.6,2,4,1,6.01,100.1,8.77,0
69,1,7.87,9.86,6,3,0,7.55,84.0,26.24,0
69,0,7.42,9.74,1,4,0,6.38,81.3,34.13,0
69,0,4.55,7.39,1,3,1,5.01,70.7,44.62,0
69,0,4.33,7.84,0,1,0,7.73,61.7,50.33,0
69,0,3.85,7.12,0,5,0,7.28,75.4,44.27,0
69,1,9.36,13.11,0,4,1,7.02,59.5,62.24,0
69,1,8.86,12.56,1,2,0,7.43,40.0,80.18,1
69,1,8.66,12.45,4,4,0,6.88,45.1,89.83,1
69,1,8.65,11.79,1,3,0,7.77,40.0,100.54,1
70,1,9.92,12.14,6,2,0,5.89,76.6,28.85,0
70,1,10.92,14.17,0,2,1,6.07,77.5,37.9,0
70,1,9.48,12.79,3,4,0,6.53,65.0,50.19,0
70,1,7.79,9.6,3,5,0,6.53,63.0,55.8,0
70,1,9.72,12.34,5,1,0,6.11,47.4,71.52,1
70,0,3.68,5.31,3,4,0,7.23,55.5,69.04,0
70,0,5.74,8.49,1,3,0,6.55,46.9,75.24,1
70,0,5.85,9.46,1,3,0,5.86,49.7,77.69,1
70,0,3.34,6.48,1,1,1,7.51,48.9,80.07,1
70,1,9.02,10.9,2,5,0,9.27,40.0,87.87,1
71,1,8.51,10.26,2,2,0,5.68,87.3,15.63,0
71,1,9.2,10.85,6,2,1,8.08,79.7,25.96,0
71,1,8.47,12.04,4,4,0,6.03,78.9,32.0,0
71,1,10.38,14.12,3,5,1,6.1,72.9,42.01,0
71,1,8.28,11.48,2,5,1,6.23,66.3,50.02,0
71,1,10.57,13.49,4,3,1,5.83,59.8,61.17,0
71,0,3.0,5.43,3,2,0,6.51,59.6,62.34,0
71,0,4.96,8.26,2,3,0,4.71,63.9,63.49,0
71,1,8.43,10.93,4,5,1,7.27,49.2,75.08,1
71,0,6.25,8.38,1,4,1,7.3,55.4,75.57,1
72,1,8.54,12.07,2,2,0,7.61,92.6,18.73,0
72,1,6.48,8.4,3,4,1,7.34,89.4,26.4,0
72,1,10.8,12.53,2,4,1,8.16,74.8,42.93,0
72,1,8.27,10.85,2,3,0,7.97,57.5,56.48,0
72,1,9.09,13.02,3,4,0,6.81,60.6,64.48,0
72,0,3.11,5.48,2,1,1,6.5,59.8,68.22,0
72,0,5.44,7.88,0,3,0,7.47,58.7,70.62,1
72,0,5.87,7.68,1,4,0,6.33,51.9,76.54,1
72,1,7.89,10.66,2,3,1,7.74,50.1,85.36,1
72,0,3.33,5.79,1,5,0,8.0,50.8,83.75,1
73,1,8.7,12.67,3,2,0,7.99,95.7,13.11,0
73,0,5.87,7.94,0,2,0,7.95,94.2,14.96,0
73,1,10.05,13.87,3,4,1,6.25,80.2,26.93,0
73,0,3.51,7.17,1,4,0,8.07,75.8,28.57,0
73,1,8.7,12.18,2,2,0,6.56,86.7,28.74,0
73,0,3.1,5.17,1,1,0,6.86,81.6,31.15,0
73,1,6.79,10.62,2,3,0,7.39,80.9,34.26,0
73,0,6.1,8.95,2,3,0,6.3,67.7,42.12,0
73,1,8.56,11.93,2,1,1,6.67,72.1,45.83,0
73,1,10.25,11.82,4,5,0,8.33,59.9,55.23,0
74,0,3.68,6.28,0,3,1,7.75,102.7,9.51,0
74,0,3.64,6.83,1,5,0,7.4,97.0,11.56,0
74,0,4.39,5.98,1,3,0,7.98,85.6,16.72,0
74,0,5.52,7.06,2,4,1,7.29,96.7,17.13,0
74,0,3.0,5.73,0,3,0,7.58,84.8,20.64,0
74,1,8.05,12.03,4,3,0,7.46,80.0,32.11,0
74,0,5.7,7.82,2,5,1,6.26,68.2,42.48,0
74,0,3.0,5.53,0,2,0,6.63,68.6,42.11,0
74,0,5.99,7.77,0,2,1,5.68,65.6,49.66,0
74,0,5.73,8.99,0,2,0,6.98,77.0,48.9,0
75,0,3.48,7.37,0,3,0,8.69,95.8,8.93,0
75,1,8.3,10.55,0,1,0,5.87,98.9,10.96,0
75,1,10.72,13.7,2,2,0,7.21,88.1,20.04,0
75,0,3.0,5.21,1,1,0,7.81,83.0,22.05,0
75,1,6.86,8.55,3,5,0,6.25,91.9,20.83,0
75,0,4.87,8.56,0,4,1,7.58,77.1,28.06,0
75,1,8.37,10.64,4,3,1,7.2,75.3,33.18,0
75,0,3.11,5.81,2,1,1,6.79,91.6,28.14,0
75,0,7.12,8.98,1,2,0,8.5,73.8,37.16,0
75,0,5.5,8.68,1,3,0,6.92,81.1,35.68,0
76,0,7.56,10.67,2,4,1,6.23,84.6,20.25,0
76,0,5.91,8.9,2,3,1,6.78,79.1,27.75,0
76,1,9.02,12.79,2,4,0,6.77,83.4,33.13,0
76,0,3.81,6.69,1,4,0,6.25,85.2,33.32,0
76,1,7.28,11.24,3,2,1,6.79,68.6,47.98,0
76,1,8.73,10.5,3,3,0,5.33,60.1,59.14,0
76,0,5.28,7.01,2,4,0,5.88,58.4,62.62,0
76,0,3.42,7.11,0,4,0,8.54,70.0,56.96,0
76,1,6.34,8.71,6,4,1,4.5,54.4,71.77,1
76,0,5.15,7.33,1,3,1,6.65,53.3,75.89,1
77,1,7.13,9.09,5,1,0,6.39,83.0,18.98,0
77,0,4.47,8.27,0,5,0,6.45,95.3,14.84,0
77,1,7.59,11.59,1,4,0,8.11,76.0,26.29,0
77,0,4.6,7.27,0,5,0,8.18,89.8,20.52,0
77,0,3.0,4.95,2,2,1,5.88,83.0,25.45,0
77,0,3.0,5.81,0,5,0,5.82,92.8,20.97,0
77,1,7.23,10.09,3,2,0,6.31,88.6,28.07,0
77,0,6.51,8.45,0,1,1,7.33,74.3,37.99,0
77,1,8.87,10.86,2,4,0,7.22,72.9,43.76,0
77,0,5.43,8.47,1,5,1,6.51,70.1,48.01,0
78,0,6.52,10.09,2,1,0,6.66,85.9,17.04,0
78,0,5.74,8.22,1,1,1,9.36,86.3,20.57,0
78,0,3.0,4.71,0,5,0,7.62,92.6,15.94,0
78,1,9.76,12.18,7,5,1,6.89,75.3,34.11,0
78,0,3.6,5.36,1,3,0,6.81,73.5,35.14,0
78,1,8.92,11.58,2,5,0,6.58,77.5,39.95,0
78,1,8.65,10.73,2,2,1,7.04,47.9,59.99,0
78,1,8.85,11.11,3,3,1,6.93,68.7,60.37,0
78,0,4.79,7.15,2,4,0,7.68,55.6,67.12,0
78,1,7.6,9.59,4,4,0,7.87,59.4,71.06,1
79,0,3.65,6.56,1,4,0,8.58,95.5,7.11,0
79,1,9.57,12.39,2,3,1,6.02,82.3,22.5,0
79,0,3.74,6.91,1,1,1,8.02,85.7,23.74,0
79,0,7.1,8.62,0,3,0,5.9,92.6,25.18,0
79,0,4.6,6.75,1,1,1,6.28,77.0,35.63,0
79,0,5.07,8.17,0,5,0,5.48,83.6,34.94,0
79,1,8.08,10.18,3,4,1,6.21,66.9,49.85,0
79,1,8.11,10.93,5,4,0,5.67,57.9,61.89,0
79,0,3.49,5.15,1,4,1,6.76,55.5,64.18,0
79,0,4.4,7.37,2,5,0,6.32,62.3,63.25,0
80,1,9.82,11.47,2,1,1,6.58,79.4,22.2,0
80,1,9.74,12.27,2,2,1,7.79,82.5,26.41,0
80,1,9.09,10.96,2,1,0,6.97,86.4,29.34,0
80,1,9.28,12.48,2,5,0,8.76,76.2,36.87,0
80,0,4.63,7.77,0,1,0,6.5,73.3,39.41,0
80,0,5.28,8.23,0,1,1,6.95,69.7,43.32,0
80,1,7.02,9.51,3,2,0,7.36,67.4,47.47,0
80,0,4.36,6.73,4,3,0,8.11,72.8,46.69,0
80,0,3.0,6.76,1,3,0,4.98,66.0,50.24,0
80,0,3.72,7.6,0,1,0,8.21,68.5,49.6,0
81,1,7.83,11.53,2,2,0,6.58,96.0,15.45,0
81,0,4.04,7.83,1,4,0,7.2,98.6,15.68,0
81,0,5.98,7.78,3,5,1,4.62,86.6,28.55,0
81,0,3.4,6.3,1,1,1,7.87,80.4,33.88,0
81,0,5.78,8.81,0,4,1,8.02,77.6,39.13,0
81,0,4.49,7.33,1,4,0,7.72,70.6,43.01,0
81,0,4.21,6.55,1,3,0,7.36,67.0,45.66,0
81,0,3.8,6.38,1,3,1,7.38,73.6,45.68,0
81,0,4.85,8.68,0,2,0,7.39,64.0,52.15,0
81,0,5.18,7.81,0,1,0,8.96,67.2,52.69,0
82,1,8.78,12.09,2,2,0,8.16,82.4,24.68,0
82,0,5.36,8.4,0,1,0,8.72,89.0,24.12,0
82,1,10.76,12.4,4,1,0,7.76,67.5,44.09,0
82,1,8.5,12.19,3,5,1,9.12,63.1,53.78,0
82,0,4.34,6.85,2,5,1,7.31,73.2,52.46,0
82,1,7.27,10.82,2,4,0,6.56,59.0,64.17,0
82,1,7.46,9.03,2,4,0,6.64,54.3,71.46,1
82,1,7.93,9.71,2,4,1,7.92,49.8,80.23,1
82,0,6.21,9.72,2,5,1,5.64,43.6,89.25,1
82,0,5.41,7.61,1,1,0,5.8,40.0,94.95,1
83,1,8.37,10.62,3,1,0,6.97,81.8,26.39,0
83,0,3.48,6.44,0,4,0,6.92,80.2,26.63,0
83,0,3.0,6.0,2,2,0,6.57,86.4,25.52,0
83,0,4.9,8.68,2,2,0,6.25,79.7,32.66,0
83,1,9.68,11.63,2,2,1,7.33,65.6,49.26,0
83,0,3.67,5.83,1,3,0,7.02,70.8,47.69,0
83,1,8.74,11.54,5,4,1,6.76,49.4,67.85,0
83,0,4.38,7.76,0,3,0,4.94,57.3,67.38,0
83,1,8.41,11.81,4,2,1,7.38,40.0,85.55,1
83,0,5.76,8.9,0,4,1,6.94,40.0,89.96,1
84,1,7.46,10.34,2,4,0,5.88,76.6,19.27,0
84,1,7.78,10.6,3,2,0,8.21,88.6,18.91,0
84,0,4.4,7.81,2,3,0,5.61,79.3,24.84,0
84,1,6.31,8.06,3,1,0,8.92,88.9,23.95,0
84,0,5.38,6.99,2,5,1,6.34,79.4,30.5,0
84,1,7.44,9.2,1,4,0,5.49,81.8,33.18,0
84,0,6.25,9.0,0,1,0,7.42,81.4,35.87,0
84,1,8.03,10.77,2,4,0,4.62,71.9,44.82,0
84,0,5.24,8.31,2,2,0,7.8,71.6,47.12,0
84,1,9.12,11.46,4,5,1,5.93,58.8,59.22,0
85,0,5.11,6.83,1,2,0,8.79,89.7,13.75,0
85,0,4.7,8.65,2,4,1,5.96,80.3,22.53,0
85,0,7.09,10.89,2,3,0,5.95,80.2,29.21,0
85,0,3.0,6.23,1,3,0,6.99,83.0,28.2,0
85,1,8.52,11.98,1,4,0,6.37,77.4,37.44,0
85,1,8.69,12.44,2,1,1,7.06,71.9,50.05,0
85,0,5.18,8.17,3,2,0,6.06,62.2,58.85,0
85,1,9.41,10.99,3,4,0,7.78,58.5,68.03,0
85,1,10.83,13.57,2,4,1,5.82,40.0,87.57,1
85,0,3.0,6.39,0,5,0,7.44,51.0,81.62,1
86,0,3.0,5.38,0,1,0,6.37,88.5,10.57,0
86,1,7.77,9.46,2,5,0,8.28,90.3,12.34,0
86,1,8.92,11.09,1,3,0,9.04,100.0,11.75,0
86,1,9.08,11.71,3,3,0,7.17,86.6,21.99,0
86,1,8.55,10.3,3,2,0,7.77,82.2,28.06,0
86,1,9.25,10.85,0,3,0,4.95,80.6,33.2,0
86,1,9.26,13.19,5,2,0,8.73,84.1,37.49,0
86,1,9.79,12.89,5,5,1,7.91,70.0,49.53,0
86,0,5.28,8.37,3,1,0,7.91,68.1,52.81,0
86,1,9.6,12.28,2,4,0,6.84,53.4,63.46,0
87,0,3.0,4.74,1,3,0,6.83,89.6,11.87,0
87,1,10.54,12.13,3,1,0,6.95,83.2,26.64,0
87,1,7.1,8.66,4,4,1,4.73,67.4,43.1,0
87,1,9.09,12.9,4,3,1,7.63,56.1,59.99,0
87,0,3.67,5.48,2,5,1,8.05,61.1,59.27,0
87,1,8.11,11.93,4,3,0,8.08,40.0,76.57,1
87,1,8.06,10.68,4,3,1,6.44,46.8,85.08,1
87,1,7.22,10.16,4,5,0,7.23,41.8,93.93,1
